,유치원명,대표자,원장,설립일자,설립유형,개원일자,담당행정기관,전화번호,홈페이지,운영시간,주소,제공서비스,3세반학급,4세반학급,5세반학급,3~4세반학급,4~5세반학급,3~5세반학급,특수/장애반학급,3세반학생수,4세반학생수,5세반학생수,3~4세반학생수,4~5세반학생수,3~5세반학생수,특수/장애반학생수,원장수,원감수,수석교사,보직교사,교사,특수교사,보건교사,영양교사,기간제교원,사무직원,수석교사.1,1급정교사,2급정교사,준교사,1년미만,1년이상2년미만,2년이상4년미만,4년이상6년미만,6년이상,평가(인증)년월,lat,lng,구별,총교사수,총학생수,비율
275,새아랑유치원,황규철,이화봉,1996-08-27,사립(사인),1996-08-27,서울특별시교육청 / 동부교육지원청,02-3421-8411,등록된 홈페이지가 없습니다.,08 : 50 ~ 20 : 00,서울특별시 중랑구 신내로 151,['방과후과정'],3,3,3,0,0,0,0,71.0,70.0,82.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,16.0,0,0,1,0.0,9,0,4,12,12,6,5,4,0,2,2016년 09월,37.6083906,127.0954925,중랑구,16.0,223.0,13.9375
276,새움유치원,정애영,최성희,2013-03-01,사립(사인),2013-11-11,서울특별시교육청 / 강동송파교육지원청,02-430-4399,등록된 홈페이지가 없습니다.,09 : 00 ~ 19 : 00,서울특별시 송파구 중대로27길 2,['방과후과정'],2,1,2,0,0,0,0,35.0,22.0,39.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,10.0,0,0,0,0.0,0,0,1,9,9,1,2,2,3,2,2014년 10월,37.5034888,127.1285618,송파구,10.0,96.0,9.6
277,새일문유치원,민영재,심옥자,1984-11-03,사립(사인),1984-11-04,서울특별시교육청 / 동부교육지원청,02-2212-6229,http://cafe.naver.com/saeilmoon,09 : 00 ~ 19 : 00,서울특별시 동대문구 장한로 165,['방과후과정'],0,0,1,1,0,0,0,0.0,0.0,27.0,32.0,0.0,0.0,0.0,1,0,0.0,0.0,4.0,0,0,0,0.0,2,0,0,4,4,2,0,0,1,1,2016년 09월,37.5750974,127.0716385,동대문구,4.0,59.0,14.75
278,새현대유치원,정병천,이경자,1997-01-16,사립(사인),1997-01-16,서울특별시교육청 / 서부교육지원청,02-3273-3723,등록된 홈페이지가 없습니다.,09 : 00 ~ 19 : 30,서울특별시 마포구 새창로 52,['방과후과정'],0,0,0,1,0,0,0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1,0,0.0,0.0,2.0,0,0,0,0.0,1,0,1,1,1,1,1,0,0,0,2016년 09월,37.5395096,126.9540212,마포구,2.0,7.0,3.5
279,"새화곡유치원
                  
                  	(폐원)",-,-,1986-06-23,사립(사인),1986-06-23,서울특별시교육청 / 강서양천교육지원청,02-2065-1014,등록된 홈페이지가 없습니다.,-,서울특별시 강서구 강서로15길 40,['방과후과정'],0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,4.0,0,0,0,1.0,0,0,0,5,5,-,-,-,-,-,2012년 10월,37.5323019,126.8438271,강서구,5.0,0.0,0.0
281,색동유치원,박인기,박인기,1986-12-10,사립(사인),1986-12-10,서울특별시교육청 / 서부교육지원청,02-353-5671,등록된 홈페이지가 없습니다.,08 : 30 ~ 20 : 00,서울특별시 은평구 갈현로 212-1,['방과후과정'],2,2,2,0,0,1,0,20.0,35.0,38.0,0.0,0.0,21.0,0.0,1,1,0.0,0.0,10.0,0,0,0,0.0,2,0,2,8,8,8,0,2,0,0,2014년 10월,37.61600920000001,126.9142383,은평구,10.0,114.0,11.4
282,색동유치원,양승노,유용희,1982-10-28,사립(사인),1983-03-03,서울특별시교육청 / 동부교육지원청,02-435-2714,등록된 홈페이지가 없습니다.,09 : 00 ~ 20 : 00,서울특별시 중랑구 동일로109길 31,['방과후과정'],1,1,1,0,0,0,0,15.0,28.0,29.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,5.0,0,0,0,0.0,0,0,0,5,5,2,0,2,1,0,2016년 10월,37.591641100000004,127.07838559999999,중랑구,5.0,72.0,14.4
283,샘터유치원,유재웅,김두임,1988-05-17,사립(사인),1988-05-17,서울특별시교육청 / 강서양천교육지원청,02-2691-1424,http://www.isaemter.co.kr,09 : 40 ~ 19 : 00,서울특별시 양천구 신월로 99,['방과후과정'],1,2,1,0,0,0,0,31.0,36.0,23.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,6.0,0,0,0,0.0,0,0,1,5,5,2,3,0,0,2,2016년 10월,37.5177974,126.83423090000001,양천구,6.0,90.0,15.0
284,샛별유치원,김혜윤,정정금,2013-12-04,사립(법인),2014-03-05,서울특별시교육청 / 동작관악교육지원청,02-3280-8993,http://cafe.daum.net/Stellar1004,09 : 00 ~ 17 : 00,서울특별시 동작구 상도로50길 36-1,['방과후과정'],3,3,2,0,0,0,0,50.0,73.0,50.0,0.0,0.0,0.0,0.0,1,0,0.0,1.0,10.0,0,0,0,0.0,8,0,1,10,10,1,4,1,5,0,2016년 11월,37.4984612,126.95063870000001,동작구,11.0,173.0,15.727272727272727
285,샛별유치원,최유정,배영규,1997-08-19,사립(사인),1997-09-01,서울특별시교육청 / 강동송파교육지원청,02-408-1073,등록된 홈페이지가 없습니다.,09 : 00 ~ 19 : 00,서울특별시 송파구 중대로9길 53-27,['방과후과정'],1,1,1,0,0,0,0,16.0,24.0,26.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,6.0,0,0,0,0.0,0,0,1,5,5,4,0,1,0,1,2016년 10월,37.49858,127.11874579999999,송파구,6.0,66.0,11.0
286,생명나무유치원,이구영,김혜숙,2009-04-21,사립(사인),2009-04-21,서울특별시교육청 / 강동송파교육지원청,02-408-2443,http://kk2443.hikid.org,09 : 00 ~ 19 : 00,서울특별시 송파구 송파대로8길 17,['방과후과정'],3,3,3,0,0,0,0,63.0,58.0,70.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,12.0,0,0,0,0.0,0,0,1,11,11,2,5,3,1,1,2014년 11월,37.47807,127.12880619999999,송파구,12.0,191.0,15.916666666666666
287,샬롬유치원,박민희,박민희,1991-02-28,사립(법인),1991-02-28,서울특별시교육청 / 성동광진교육지원청,02-456-7770,등록된 홈페이지가 없습니다.,09 : 30 ~ 19 : 00,서울특별시 광진구 아차산로65길 65,['방과후과정'],1,1,1,0,0,0,0,23.0,25.0,25.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,6.0,0,0,0,1.0,0,0,0,6,6,2,4,0,0,0,2015년 09월,37.5424205,127.09172679999999,광진구,7.0,73.0,10.428571428571429
288,서강유치원,김재영,최필승,1984-04-04,사립(사인),1984-04-04,서울특별시교육청 / 강서양천교육지원청,02-2664-7428,http://seokang.ddorongi.co.kr,09 : 00 ~ 19 : 30,서울특별시 강서구 금낭화로13길 47-9,['방과후과정'],2,2,2,0,0,0,0,44.0,45.0,41.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,9.0,0,0,0,0.0,1,0,2,7,7,3,2,1,1,2,2015년 09월,37.571228000000005,126.8083937,강서구,9.0,130.0,14.444444444444445
289,서문유치원,손달익,최희자,1989-03-01,사립(사인),1989-03-01,서울특별시교육청 / 서부교육지원청,02-309-7983,http://kids.seomoonch.org/,09 : 00 ~ 20 : 00,서울특별시 은평구 가좌로10길 10,['방과후과정'],0,0,1,0,0,0,0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,1,0,0.0,2.0,0.0,0,0,0,0.0,0,0,0,2,2,0,2,0,0,0,2016년 09월,37.591550700000006,126.9167735,은평구,2.0,30.0,15.0
290,서안유치원,최위수,한수진,1995-02-13,사립(사인),1995-02-13,서울특별시교육청 / 동부교육지원청,02-6012-7979,등록된 홈페이지가 없습니다.,09 : 00 ~ 19 : 00,서울특별시 중랑구 동일로140길 15,['방과후과정'],1,1,1,0,0,0,0,14.0,20.0,25.0,0.0,0.0,0.0,0.0,1,0,0.0,1.0,4.0,0,0,0,0.0,1,0,1,4,4,1,1,1,1,1,2016년 11월,37.6043245,127.07993359999999,중랑구,5.0,59.0,11.8
292,서울가양초등학교병설유치원,문희숙,문희숙,2015-03-01,공립(병설),2015-03-01,서울특별시교육청 / 강서양천교육지원청,02-3662-8731,http://blog.naver.com/kayang2015,09 : 00 ~ 20 : 00,서울특별시 강서구 허준로 186,['방과후과정'],1,1,1,0,0,0,0,16.0,22.0,25.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,2.0,0,0,0,2.0,2,0,3,2,2,1,0,2,0,0,2017년 09월,37.5617187,126.85864369999999,강서구,5.0,63.0,12.6
293,서울가재울초등학교병설유치원,오종열,오종열,2016-03-02,공립(병설),2016-03-11,서울특별시교육청 / 서부교육지원청,02-300-8691,http://gajaeul.es.kr,09 : 00 ~ 20 : 00,서울특별시 서대문구 모래내로15길 61,"['방과후과정', '특수학급']",1,1,2,0,0,0,1,15.0,21.0,50.0,0.0,0.0,0.0,4.0,0,1,0.0,1.0,3.0,1,0,0,4.0,2,0,3,2,2,2,0,3,0,0,2016년 10월,37.574009100000005,126.91980120000001,서대문구,8.0,90.0,11.25
294,서울강남초등학교병설유치원,이병화,이병화,2013-12-23,공립(병설),2014-03-01,서울특별시교육청 / 동작관악교육지원청,02-824-0503,http://www.kangnam-se.es.kr,09 : 30 ~ 19 : 30,서울특별시 동작구 강남초등길 15,['방과후과정'],1,1,1,0,0,0,0,16.0,22.0,26.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,2.0,0,0,0,1.0,6,0,2,2,2,1,0,1,1,0,2018년 09월,37.50607979999999,126.9535841,동작구,4.0,64.0,16.0
295,"서울강덕초등학교병설유치원
                  
                  	
                	(휴원)",-,-,2000-11-25,공립(병설),2001-03-01,서울특별시교육청 / 강동송파교육지원청,02-427-7188,http://www.gangdeok.es.kr/,-,서울특별시 강동구 동남로82길 94-54,['방과후과정'],0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,2.0,0,0,0,5.0,1,0,3,5,5,-,-,-,-,-,2014년 10월,37.558942200000004,127.1607706,강동구,7.0,0.0,0.0
296,서울강솔초등학교병설유치원,구태회,구태회,2017-06-01,공립(병설),2017-06-01,서울특별시교육청 / 강동송파교육지원청,02-2147-5200,http://www.gangsol.kg.kr,09 : 00 ~ 19 : 30,서울특별시 강동구 고덕로97길 80,"['방과후과정', '특수학급']",2,2,2,0,0,0,2,30.0,39.0,51.0,0.0,0.0,0.0,8.0,0,1,0.0,2.0,4.0,2,0,0,4.0,2,0,4,7,7,2,6,0,0,0,-,37.56223749999999,127.1801293,강동구,10.0,128.0,12.8
297,서울강신초등학교병설유치원,홍성화,홍성화,2013-09-01,공립(병설),2013-09-05,서울특별시교육청 / 강서양천교육지원청,02-2699-9916,http://www.kangsin.es.kr,09 : 00 ~ 20 : 00,서울특별시 양천구 월정로 280,['방과후과정'],1,1,1,0,0,0,0,16.0,22.0,26.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,2.0,0,0,0,4.0,2,0,2,4,4,1,0,0,2,0,2017년 09월,37.542879299999996,126.8295869,양천구,7.0,64.0,9.142857142857142
298,서울강월초등학교병설유치원,문상희,문상희,2017-03-02,공립(병설),2017-03-02,서울특별시교육청 / 강서양천교육지원청,02-2605-1702,http://gangwol.es.kr/,09 : 30 ~ 20 : 00,서울특별시 양천구 신월로 97,"['방과후과정', '아침돌봄']",1,1,1,0,0,0,0,13.0,19.0,26.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,2.0,0,0,0,4.0,2,0,1,6,6,1,2,0,0,0,-,37.515959499999994,126.83416229999999,양천구,7.0,58.0,8.285714285714286
299,서울개봉초등학교병설유치원,윤승원,윤승원,2000-02-15,공립(병설),2000-02-15,서울특별시교육청 / 남부교육지원청,02-2616-8755,http://www.seoulgaebong.es.kr,09 : 00 ~ 20 : 00,서울특별시 구로구 개봉로16길 30-11,"['방과후과정', '특수학급']",1,1,2,0,0,0,1,15.0,18.0,52.0,0.0,0.0,0.0,5.0,0,1,0.0,1.0,3.0,1,0,0,5.0,3,0,2,8,8,4,1,0,0,0,2017년 11월,37.4897388,126.8583705,구로구,9.0,90.0,10.0
300,서울개원초등학교병설유치원,박승란,박승란,2012-12-27,공립(병설),2013-03-01,서울특별시교육청 / 강남서초교육지원청,02-574-1231,http://www.gaewon.es.kr,09 : 00 ~ 20 : 00,서울특별시 강남구 선릉로 29,"['방과후과정', '아침돌봄']",1,1,1,0,0,0,0,10.0,11.0,14.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,2.0,0,0,0,4.0,2,0,3,4,4,0,0,0,3,0,2017년 10월,37.4812767,127.05865700000001,강남구,7.0,35.0,5.0
301,"서울개포유치원
                  
                  	
                	(휴원)",백정희,백정희,1997-01-15,공립(단설),2005-05-12,서울특별시교육청 / 강남서초교육지원청,02-445-8325,http://www.kaepokid.com,09 : 00 ~ 20 : 00,서울특별시 강남구 영동대로3길 45,"['방과후과정', '특수학급']",0,1,2,0,0,0,1,0.0,8.0,18.0,0.0,0.0,0.0,2.0,1,1,0.0,1.0,2.0,1,0,0,2.0,3,0,2,4,4,0,1,1,1,1,2014년 10월,37.486627399999996,127.0709874,강남구,5.0,28.0,5.6
302,서울개화초등학교병설유치원,김정규,김정규,2018-03-01,공립(병설),2018-03-01,서울특별시교육청 / 강서양천교육지원청,02-2661-0493,등록된 홈페이지가 없습니다.,09 : 30 ~ 20 : 00,서울특별시 강서구 양천로 11,"['방과후과정', '아침돌봄']",1,1,1,0,0,0,0,16.0,15.0,19.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,2.0,0,0,0,0.0,5,0,1,2,2,3,0,0,0,0,-,37.5740444,126.80923100000001,강서구,3.0,50.0,16.666666666666668
303,서울거여초등학교병설유치원,강연실,강연실,1985-03-05,공립(병설),1985-03-05,서울특별시교육청 / 강동송파교육지원청,02-400-9451,http://www.geoyeo.kg.kr,09 : 00 ~ 20 : 00,서울특별시 송파구 마천로25길 18,"['방과후과정', '특수학급']",1,2,2,0,0,0,1,15.0,29.0,44.0,0.0,0.0,0.0,5.0,0,1,0.0,2.0,3.0,0,0,0,5.0,2,0,3,7,7,2,2,1,0,0,2018년 10월,37.5047528,127.1410936,송파구,10.0,93.0,9.3
304,서울거원초등학교병설유치원,함혜성,함혜성,2017-07-13,공립(병설),2017-09-08,서울특별시교육청 / 강동송파교육지원청,02-740-6500,등록된 홈페이지가 없습니다.,09 : 00 ~ 20 : 00,서울특별시 송파구 양산로2길 26,"['방과후과정', '특수학급']",0,1,1,0,0,0,1,0.0,21.0,22.0,0.0,0.0,0.0,4.0,0,0,0.0,1.0,1.0,1,0,0,0.0,6,0,1,2,2,3,0,0,0,0,-,37.4878179,127.14475790000002,송파구,2.0,47.0,23.5
305,서울경동유치원,고문영,고문영,2007-11-01,공립(단설),2008-03-12,서울특별시교육청 / 성동광진교육지원청,02-461-0337,http://www.skd.kg.kr/,09 : 00 ~ 20 : 00,서울특별시 성동구 성수일로 34,"['방과후과정', '특수학급']",1,2,2,0,0,0,1,16.0,44.0,52.0,0.0,0.0,0.0,5.0,1,1,0.0,2.0,2.0,1,0,0,7.0,12,0,3,9,9,2,1,0,2,0,2017년 09월,37.54367939999999,127.0502832,성동구,11.0,117.0,10.636363636363637
306,서울경수초등학교병설유치원,문양열,문양열,2004-03-01,공립(병설),2004-03-01,서울특별시교육청 / 성동광진교육지원청,02-465-9547,http://www.kyeongsu.es.kr/,09 : 00 ~ 20 : 00,서울특별시 성동구 뚝섬로13길 22,['방과후과정'],1,1,1,0,0,0,0,15.0,18.0,24.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,2.0,0,0,0,5.0,2,0,3,3,3,1,0,1,1,0,2017년 10월,37.53978130000001,127.0583587,성동구,8.0,57.0,7.125
307,서울경인유치원,김기경,김기경,2005-09-30,공립(단설),2005-09-30,서울특별시교육청 / 강서양천교육지원청,02-2646-4906,http://www.서울경인유치원.com,09 : 00 ~ 20 : 00,서울특별시 양천구 안양천로 1009,"['방과후과정', '특수학급']",1,2,2,0,0,0,1,16.0,40.0,51.0,0.0,0.0,0.0,5.0,1,1,0.0,2.0,3.0,1,0,0,8.0,6,0,3,8,8,3,1,2,0,0,2017년 09월,37.5328933,126.88633490000002,양천구,13.0,112.0,8.615384615384615
308,서울경일초등학교병설유치원,이정애,이정애,2017-03-01,공립(병설),2017-03-01,서울특별시교육청 / 성동광진교육지원청,02-499-5273,http://www.kyongil.es.kr,09 : 00 ~ 20 : 00,서울특별시 성동구 뚝섬로 332,"['방과후과정', '아침돌봄']",1,1,1,0,0,0,0,16.0,19.0,25.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,2.0,0,0,0,4.0,2,0,1,6,6,1,2,0,0,0,-,37.5403883,127.0468669,성동구,7.0,60.0,8.571428571428571
309,서울고명초등학교병설유치원,한진학,한진학,1994-10-10,공립(병설),1995-03-09,서울특별시교육청 / 강동송파교육지원청,02-3426-4133,http://www.gomyung.es.kr/index/index.do,09 : 00 ~ 20 : 00,서울특별시 강동구 고덕로46길 53,['방과후과정'],1,1,1,0,0,0,0,16.0,22.0,26.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,2.0,0,0,0,2.0,2,0,3,1,1,0,0,1,2,0,2017년 09월,37.553032200000004,127.14681999999999,강동구,5.0,64.0,12.8
310,서울고척초등학교병설유치원,김양중,김양중,1994-05-04,공립(병설),1994-09-01,서울특별시교육청 / 남부교육지원청,02-2612-8307,http://www.gocheok.kg.kr,09 : 00 ~ 20 : 00,서울특별시 구로구 경서로 31,['방과후과정'],1,2,2,0,0,0,0,16.0,44.0,50.0,0.0,0.0,0.0,0.0,0,1,0.0,1.0,4.0,0,0,0,4.0,1,0,2,6,6,3,1,0,1,0,2017년 09월,37.5006668,126.8569941,구로구,9.0,110.0,12.222222222222221
311,서울공덕초등학교병설유치원,최규애,최규애,1986-03-03,공립(병설),1986-04-11,서울특별시교육청 / 서부교육지원청,02-712-5928,http://www.kongduck.es.kr,09 : 00 ~ 20 : 00,서울특별시 마포구 만리재옛길 13,"['방과후과정', '아침돌봄']",1,1,1,0,0,0,0,16.0,22.0,25.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,2.0,0,0,0,2.0,2,0,4,0,0,1,1,0,1,0,2015년 09월,37.545700200000006,126.95377859999998,마포구,5.0,63.0,12.6
312,서울공릉초등학교병설유치원,김영임,김영임,2001-12-31,공립(병설),2002-03-01,서울특별시교육청 / 북부교육지원청,02-973-3074,http://gongrung.es.kr,09 : 00 ~ 19 : 40,서울특별시 노원구 동일로173길 12,['방과후과정'],1,1,1,0,0,0,0,16.0,19.0,26.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,2.0,0,0,0,4.0,2,0,2,4,4,0,0,1,2,0,2015년 09월,37.6188016,127.0741878,노원구,7.0,61.0,8.714285714285714
313,서울공진초등학교병설유치원,이봉학,이봉학,2004-03-01,공립(병설),2004-03-01,서울특별시교육청 / 강서양천교육지원청,02-2223-2391,http://www.kongjin.es.kr,09 : 30 ~ 20 : 00,서울특별시 강서구 마곡서로 33,['방과후과정'],1,1,1,0,0,0,0,16.0,22.0,26.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,2.0,0,0,0,4.0,2,0,2,5,5,1,0,2,0,0,2017년 11월,37.5578391,126.8228396,강서구,7.0,64.0,9.142857142857142
314,서울공항초등학교병설유치원,권기옥,권기옥,1992-01-20,공립(병설),1992-01-20,서울특별시교육청 / 강서양천교육지원청,02-2661-4560,http://www.konghang.es.kr,09 : 30 ~ 20 : 00,서울특별시 강서구 마곡서1로 68,"['방과후과정', '특수학급', '아침돌봄']",1,2,1,0,0,0,1,16.0,42.0,24.0,0.0,0.0,0.0,4.0,0,1,0.0,1.0,3.0,1,0,0,4.0,2,0,3,6,6,2,1,0,2,0,2017년 10월,37.56320039999999,126.8215639,강서구,8.0,86.0,10.75
315,서울관악초등학교병설유치원,이경희,이경희,2000-01-15,공립(병설),2000-04-11,서울특별시교육청 / 동작관악교육지원청,02-883-0932,http://www.seoul-kwanak.es.kr/index/index.do,09 : 00 ~ 20 : 00,서울특별시 관악구 청룡4길 49,['방과후과정'],1,1,1,0,0,0,0,16.0,22.0,25.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,2.0,0,0,0,5.0,2,0,3,3,3,0,0,1,2,0,2015년 09월,37.4808067,126.9428902,관악구,8.0,63.0,7.875
316,서울광희초등학교병설유치원,나수연,나수연,2016-10-31,공립(병설),2017-03-01,서울특별시교육청 / 중부교육지원청,070-5090-7180,http://www.gwanghee.es.kr/index.do,09 : 00 ~ 20 : 00,서울특별시 중구 다산로 269,['방과후과정'],1,1,1,0,0,0,0,4.0,13.0,16.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,2.0,0,0,0,0.0,4,0,1,2,2,1,2,0,0,0,2017년 10월,37.5674432,127.0151689,중구,3.0,33.0,11.0
317,서울구로남초등학교병설유치원,박해상,박해상,2013-02-22,공립(병설),2013-05-16,서울특별시교육청 / 남부교육지원청,02-853-5025,등록된 홈페이지가 없습니다.,09 : 30 ~ 20 : 00,서울특별시 구로구 디지털로27길 76,"['방과후과정', '아침돌봄']",1,1,1,0,0,0,0,13.0,21.0,24.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,2.0,0,0,0,4.0,2,0,2,4,4,1,1,0,1,0,2017년 09월,37.4848279,126.89059579999999,구로구,7.0,58.0,8.285714285714286
318,서울구의초등학교병설유치원,김원곤,김원곤,1997-03-02,공립(병설),1997-03-02,서울특별시교육청 / 성동광진교육지원청,02-453-2123,http://www.guui.es.kr,09 : 00 ~ 20 : 00,서울특별시 광진구 광나루로30길 49,"['방과후과정', '특수학급']",1,1,1,0,0,0,1,13.0,22.0,23.0,0.0,0.0,0.0,6.0,0,1,0.0,1.0,2.0,1,0,0,4.0,3,0,2,5,5,1,1,1,0,1,2017년 09월,37.5429178,127.0799578,광진구,7.0,64.0,9.142857142857142
319,서울구일초등학교병설유치원,박승수,박승수,2013-12-26,공립(병설),2014-07-03,서울특별시교육청 / 남부교육지원청,070-7129-2327,http://www.guil.es.kr,09 : 00 ~ 20 : 00,서울특별시 구로구 구일로 68,['방과후과정'],0,0,2,0,0,0,0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,2.0,0,0,0,2.0,2,0,2,2,2,0,0,0,2,0,2015년 10월,37.4927953,126.87292749999999,구로구,4.0,44.0,11.0
320,서울구현초등학교병설유치원,지선득,지선득,2009-04-27,공립(병설),2009-04-27,서울특별시교육청 / 서부교육지원청,02-357-6215,http://www.guhyun.es.kr/,09 : 00 ~ 19 : 30,서울특별시 은평구 갈현로15길 51,['방과후과정'],0,1,1,0,0,0,0,0.0,22.0,24.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,2.0,0,0,0,2.0,2,0,1,2,2,1,0,1,0,0,2015년 10월,37.609222700000004,126.90584820000001,은평구,4.0,46.0,11.5
321,서울국악유치원,김진희,김진희,1999-03-05,사립(법인),1999-03-05,서울특별시교육청 / 남부교육지원청,02-896-2093,http://www.seoulkugak.com,09 : 00 ~ 19 : 00,서울특별시 금천구 시흥대로38길 62,['방과후과정'],2,2,2,0,0,0,0,40.0,43.0,43.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,9.0,0,0,1,0.0,1,0,1,8,8,0,3,4,1,2,2018년 09월,37.4462133,126.9064094,금천구,9.0,126.0,14.0
322,서울군자초등학교병설유치원,나용주,나용주,2007-03-01,공립(병설),2007-05-22,서울특별시교육청 / 동부교육지원청,02-2212-8456,http://www.kunja.kg.kr/,09 : 00 ~ 20 : 00,서울특별시 동대문구 한천로6길 21,['방과후과정'],2,2,1,0,0,0,0,25.0,28.0,22.0,0.0,0.0,0.0,0.0,0,1,0.0,1.0,4.0,0,0,0,4.0,1,0,2,7,7,2,0,2,1,0,2015년 10월,37.5643765,127.06134650000001,동대문구,9.0,75.0,8.333333333333334
323,서울금나래초등학교병설유치원,전윤선,전윤선,2017-03-01,공립(병설),2017-04-10,서울특별시교육청 / 남부교육지원청,02-807-9995,http://www.geumnarae.es.kr/index.do,09 : 00 ~ 20 : 00,서울특별시 금천구 시흥대로79길 37,"['방과후과정', '특수학급']",1,1,1,0,0,0,1,15.0,21.0,23.0,0.0,0.0,0.0,5.0,0,0,0.0,1.0,2.0,1,0,0,2.0,3,0,4,2,2,1,3,0,0,0,-,37.45877,126.89739879999999,금천구,5.0,64.0,12.8
324,서울금호초등학교병설유치원,김혜경,김혜경,2018-03-01,공립(병설),2018-03-01,서울특별시교육청 / 성동광진교육지원청,02-6491-3200,http://www.geumho.es.kr/,09 : 00 ~ 20 : 00,서울특별시 성동구 무수막길 69,"['방과후과정', '특수학급']",1,1,1,0,0,0,1,13.0,14.0,18.0,0.0,0.0,0.0,2.0,0,1,0.0,1.0,2.0,1,0,0,2.0,3,0,0,6,6,4,0,0,0,0,-,37.552203600000006,127.02032759999999,성동구,5.0,47.0,9.4
325,서울금화초등학교병설유치원,김수경,김수경,2000-03-01,공립(병설),2000-04-01,서울특별시교육청 / 서부교육지원청,02-364-1446,http://www.geumhwa.es.kr,09 : 00 ~ 19 : 30,서울특별시 서대문구 통일로 165,"['방과후과정', '온종일돌봄']",1,1,1,0,0,0,0,13.0,22.0,26.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,2.0,0,0,0,2.0,2,0,1,3,3,0,1,1,1,0,2015년 09월,37.5683284,126.9630251,서대문구,5.0,61.0,12.2
326,서울길동초등학교병설유치원,박찬미,박찬미,1994-08-05,공립(병설),1994-09-07,서울특별시교육청 / 강동송파교육지원청,02-474-3956,http://www.gildong.es.kr,09 : 30 ~ 20 : 00,서울특별시 강동구 양재대로116길 69,['방과후과정'],1,1,2,0,0,0,0,16.0,22.0,43.0,0.0,0.0,0.0,0.0,0,1,0.0,1.0,3.0,0,0,0,5.0,1,0,4,4,4,1,1,0,0,2,2017년 10월,37.5383348,127.144282,강동구,9.0,81.0,9.0
327,서울길원초등학교병설유치원,김희영,김희영,2007-01-04,공립(병설),2007-05-17,서울특별시교육청 / 성북강북교육지원청,070-7491-5670,http://www.gilwon.es.kr,09 : 00 ~ 20 : 00,서울특별시 성북구 서경로8길 28-15,['방과후과정'],0,1,2,0,0,0,0,0.0,22.0,42.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,2.0,0,0,0,4.0,2,0,1,2,2,0,1,0,2,0,2017년 10월,37.608901200000005,127.01673590000001,성북구,7.0,64.0,9.142857142857142
328,서울길음유치원,한혜일,한혜일,2005-10-05,공립(단설),2005-10-05,서울특별시교육청 / 성북강북교육지원청,02-918-9931,http://www.gileum.net,09 : 30 ~ 20 : 00,서울특별시 성북구 길음로 142,['방과후과정'],2,2,2,0,0,0,0,32.0,44.0,52.0,0.0,0.0,0.0,0.0,1,1,0.0,2.0,4.0,0,0,0,7.0,7,0,5,7,7,2,1,1,2,0,2017년 09월,37.613887299999995,127.01702820000001,성북구,13.0,128.0,9.846153846153847
329,서울난곡초등학교병설유치원,김연숙,김연숙,1996-01-15,공립(병설),1996-03-01,서울특별시교육청 / 동작관악교육지원청,02-853-9871,등록된 홈페이지가 없습니다.,09 : 30 ~ 20 : 00,서울특별시 관악구 난곡로35길 102,['방과후과정'],1,1,1,0,0,0,0,16.0,18.0,26.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,2.0,0,0,0,5.0,3,0,1,7,7,1,0,1,1,0,2017년 10월,37.4692357,126.91665309999999,관악구,8.0,60.0,7.5
