,유치원명,대표자,원장,설립일자,설립유형,개원일자,담당행정기관,전화번호,홈페이지,운영시간,주소,제공서비스,3세반학급,4세반학급,5세반학급,3~4세반학급,4~5세반학급,3~5세반학급,특수/장애반학급,3세반학생수,4세반학생수,5세반학생수,3~4세반학생수,4~5세반학생수,3~5세반학생수,특수/장애반학생수,원장수,원감수,수석교사,보직교사,교사,특수교사,보건교사,영양교사,기간제교원,사무직원,수석교사,1급정교사,2급정교사,준교사,1년미만,1년이상2년미만,2년이상4년미만,4년이상6년미만,6년이상,평가(인증)년월,lat,lng
264,새서울유치원,이상옥,이상옥,1987-11-01,사립(사인),1987-11-01,서울특별시교육청 / 강서양천교육지원청,02-2646-1100,http://www.새서울유치원.com,09 : 00 ~ 20 : 00,서울특별시 양천구 목동서로 340,['방과후과정'],2,2,2,0,0,0,0,38,52,70,0,0,0,0,1,0,0,0,9,0,0,0,0,1,0,3,6,6,7,1,0,0,1,2015년 10월,37.518809,126.8636099
265,새성민유치원,한홍신,주연순,1983-02-28,사립(사인),1983-03-02,서울특별시교육청 / 강남서초교육지원청,02-582-1871,등록된 홈페이지가 없습니다.,09 : 00 ~ 18 : 00,서울특별시 서초구 효령로 110,['방과후과정'],1,1,1,0,0,0,0,19,35,26,0,0,0,0,1,0,0,1,6,0,0,0,0,0,0,0,6,6,4,1,2,0,1,2016년 10월,37.48064919999999,126.9961191
266,새소리유치원,이현란,이현란,1991-01-10,사립(사인),1991-01-11,서울특별시교육청 / 동부교육지원청,02-2214-0011,등록된 홈페이지가 없습니다.,09 : 00 ~ 18 : 00,서울특별시 동대문구 사가정로 148,['방과후과정'],2,3,3,0,0,0,0,60,80,78,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,2,11,11,4,4,3,0,2,2017년 10월,37.5764921,127.0604586
267,새소슬유치원,박병득,조명옥,2001-06-20,사립(사인),2001-07-02,서울특별시교육청 / 동작관악교육지원청,02-6671-6001,http://www.sosl.kg.kr,09 : 00 ~ 19 : 30,서울특별시 관악구 성현로 80,['방과후과정'],1,2,2,0,0,0,0,20,45,55,0,0,0,0,1,1,0,0,8,0,0,0,0,6,0,1,7,7,0,2,2,4,0,2014년 10월,37.4897544,126.9505066
268,새순유치원,차종율,이명수,1981-11-04,사립(사인),1981-11-04,서울특별시교육청 / 강남서초교육지원청,02-532-8901,http://saesoon.kidis.co.kr/index.php,09 : 00 ~ 20 : 00,서울특별시 서초구 서초대로15길 57,['방과후과정'],1,1,2,0,0,0,0,18,21,31,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,1,5,5,1,2,1,1,1,2016년 11월,37.4889507,126.9884182
269,새시대유치원,이종희,이희숙,1984-02-24,사립(사인),1984-02-24,서울특별시교육청 / 성북강북교육지원청,02-905-0287,http://cafe.daum.net/saesidaekids,09 : 00 ~ 20 : 00,서울특별시 강북구 도봉로97길 45,"['방과후과정', '온종일돌봄']",0,0,1,1,0,0,0,0,0,24,25,0,0,0,1,1,0,0,3,0,0,0,0,2,0,0,3,3,2,1,0,0,1,2016년 09월,37.6426928,127.0269805
270,새싹유치원,조윤래,조옥래,1986-05-23,사립(사인),1986-06-01,서울특별시교육청 / 서부교육지원청,02-324-9148,http://saessak.happyihome.com,09 : 00 ~ 19 : 30,서울특별시 마포구 월드컵북로5길 53,['방과후과정'],1,1,2,0,0,0,0,24,29,41,0,0,0,0,1,0,0,1,6,0,0,0,0,1,0,2,4,4,0,2,3,1,1,2016년 10월,37.5560443,126.9161412
271,새싹유치원,이인호,허미애,1993-12-03,사립(사인),1993-12-03,서울특별시교육청 / 동작관악교육지원청,02-584-6135,http://sskinder.kidis.co.kr,07 : 30 ~ 19 : 00,서울특별시 관악구 남현2길 90,['방과후과정'],1,1,1,0,0,0,0,25,25,27,0,0,0,0,1,0,0,0,6,0,0,0,1,3,0,1,5,5,0,2,2,1,1,2015년 10월,37.4745654,126.9728475
272,새싹유치원,신화식,신화식,2015-11-25,사립(사인),2016-03-02,서울특별시교육청 / 강서양천교육지원청,02-26511322,http://www.saessakkids.co.kr/,09 : 00 ~ 19 : 00,서울특별시 강서구 곰달래로49길 10,['방과후과정'],1,1,2,0,0,0,0,12,21,36,0,0,0,0,1,1,0,0,6,0,0,0,0,4,0,0,6,6,5,1,0,0,0,2016년 10월,37.5321742,126.8580261
273,새싹유치원,학교법인은실학원,유청옥,1964-10-07,사립(법인),1964-10-07,서울특별시교육청 / 성북강북교육지원청,02-914-6529,http://www.saessakid.co.kr,09 : 20 ~ 19 : 00,서울특별시 성북구 정릉로 282,['방과후과정'],2,2,2,0,0,0,0,38,46,49,0,0,0,0,1,1,0,0,8,0,0,0,0,1,0,2,6,6,3,1,3,1,1,2015년 09월,37.6030442,127.0145412
274,"새싹유치원
                  
                  	(폐원)",-,-,1973-03-02,사립(사인),1973-03-02,서울특별시교육청 / 강서양천교육지원청,02-2651-1323,등록된 홈페이지가 없습니다.,-,서울특별시 강서구 곰달래로49길 10,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2013년 09월,37.5321742,126.8580261
275,새아랑유치원,황규철,이화봉,1996-08-27,사립(사인),1996-08-27,서울특별시교육청 / 동부교육지원청,02-3421-8411,등록된 홈페이지가 없습니다.,08 : 50 ~ 20 : 00,서울특별시 중랑구 신내로 151,['방과후과정'],3,3,3,0,0,0,0,71,70,82,0,0,0,0,1,1,0,0,16,0,0,1,0,9,0,4,12,12,6,5,4,0,2,2016년 09월,37.6083906,127.0954925
276,새움유치원,정애영,최성희,2013-03-01,사립(사인),2013-11-11,서울특별시교육청 / 강동송파교육지원청,02-430-4399,등록된 홈페이지가 없습니다.,09 : 00 ~ 19 : 00,서울특별시 송파구 중대로27길 2,['방과후과정'],2,1,2,0,0,0,0,35,22,39,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,1,9,9,1,2,2,3,2,2014년 10월,37.5034888,127.1285618
277,새일문유치원,민영재,심옥자,1984-11-03,사립(사인),1984-11-04,서울특별시교육청 / 동부교육지원청,02-2212-6229,http://cafe.naver.com/saeilmoon,09 : 00 ~ 19 : 00,서울특별시 동대문구 장한로 165,['방과후과정'],0,0,1,1,0,0,0,0,0,27,32,0,0,0,1,0,0,0,4,0,0,0,0,2,0,0,4,4,2,0,0,1,1,2016년 09월,37.5750974,127.0716385
278,새현대유치원,정병천,이경자,1997-01-16,사립(사인),1997-01-16,서울특별시교육청 / 서부교육지원청,02-3273-3723,등록된 홈페이지가 없습니다.,09 : 00 ~ 19 : 30,서울특별시 마포구 새창로 52,['방과후과정'],0,0,0,1,0,0,0,0,0,0,7,0,0,0,1,0,0,0,2,0,0,0,0,1,0,1,1,1,1,1,0,0,0,2016년 09월,37.5395096,126.9540212
279,"새화곡유치원
                  
                  	(폐원)",-,-,1986-06-23,사립(사인),1986-06-23,서울특별시교육청 / 강서양천교육지원청,02-2065-1014,등록된 홈페이지가 없습니다.,-,서울특별시 강서구 강서로15길 40,['방과후과정'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,1,0,0,0,5,5,-,-,-,-,-,2012년 10월,37.5323019,126.8438271
280,색동유치원,-,-,1990-03-05,사립(사인),1990-03-12,서울특별시교육청 / 강동송파교육지원청,02-428-1962,등록된 홈페이지가 없습니다.,-,서울특별시 강동구 구천면로98길 38,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2010년 11월,37.549036,127.1712322
281,색동유치원,박인기,박인기,1986-12-10,사립(사인),1986-12-10,서울특별시교육청 / 서부교육지원청,02-353-5671,등록된 홈페이지가 없습니다.,08 : 30 ~ 20 : 00,서울특별시 은평구 갈현로 212-1,['방과후과정'],2,2,2,0,0,1,0,20,35,38,0,0,21,0,1,1,0,0,10,0,0,0,0,2,0,2,8,8,8,0,2,0,0,2014년 10월,37.61600920000001,126.9142383
282,색동유치원,양승노,유용희,1982-10-28,사립(사인),1983-03-03,서울특별시교육청 / 동부교육지원청,02-435-2714,등록된 홈페이지가 없습니다.,09 : 00 ~ 20 : 00,서울특별시 중랑구 동일로109길 31,['방과후과정'],1,1,1,0,0,0,0,15,28,29,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,5,5,2,0,2,1,0,2016년 10월,37.5916411,127.0783856
283,샘터유치원,유재웅,김두임,1988-05-17,사립(사인),1988-05-17,서울특별시교육청 / 강서양천교육지원청,02-2691-1424,http://www.isaemter.co.kr,09 : 40 ~ 19 : 00,서울특별시 양천구 신월로 99,['방과후과정'],1,2,1,0,0,0,0,31,36,23,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,1,5,5,2,3,0,0,2,2016년 10월,37.5177974,126.8342309
284,샛별유치원,김혜윤,정정금,2013-12-04,사립(법인),2014-03-05,서울특별시교육청 / 동작관악교육지원청,02-3280-8993,http://cafe.daum.net/Stellar1004,09 : 00 ~ 17 : 00,서울특별시 동작구 상도로50길 36-1,['방과후과정'],3,3,2,0,0,0,0,50,73,50,0,0,0,0,1,0,0,1,10,0,0,0,0,8,0,1,10,10,1,4,1,5,0,2016년 11월,37.4984612,126.9506387
285,샛별유치원,최유정,배영규,1997-08-19,사립(사인),1997-09-01,서울특별시교육청 / 강동송파교육지원청,02-408-1073,등록된 홈페이지가 없습니다.,09 : 00 ~ 19 : 00,서울특별시 송파구 중대로9길 53-27,['방과후과정'],1,1,1,0,0,0,0,16,24,26,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,1,5,5,4,0,1,0,1,2016년 10월,37.49858,127.1187458
286,생명나무유치원,이구영,김혜숙,2009-04-21,사립(사인),2009-04-21,서울특별시교육청 / 강동송파교육지원청,02-408-2443,http://kk2443.hikid.org,09 : 00 ~ 19 : 00,서울특별시 송파구 송파대로8길 17,['방과후과정'],3,3,3,0,0,0,0,63,58,70,0,0,0,0,1,1,0,0,12,0,0,0,0,0,0,1,11,11,2,5,3,1,1,2014년 11월,37.47807,127.1288062
287,샬롬유치원,박민희,박민희,1991-02-28,사립(법인),1991-02-28,서울특별시교육청 / 성동광진교육지원청,02-456-7770,등록된 홈페이지가 없습니다.,09 : 30 ~ 19 : 00,서울특별시 광진구 아차산로65길 65,['방과후과정'],1,1,1,0,0,0,0,23,25,25,0,0,0,0,1,0,0,0,6,0,0,0,1,0,0,0,6,6,2,4,0,0,0,2015년 09월,37.5424205,127.0917268
288,서강유치원,김재영,최필승,1984-04-04,사립(사인),1984-04-04,서울특별시교육청 / 강서양천교육지원청,02-2664-7428,http://seokang.ddorongi.co.kr,09 : 00 ~ 19 : 30,서울특별시 강서구 금낭화로13길 47-9,['방과후과정'],2,2,2,0,0,0,0,44,45,41,0,0,0,0,1,0,0,0,9,0,0,0,0,1,0,2,7,7,3,2,1,1,2,2015년 09월,37.571228,126.8083937
289,서문유치원,손달익,최희자,1989-03-01,사립(사인),1989-03-01,서울특별시교육청 / 서부교육지원청,02-309-7983,http://kids.seomoonch.org/,09 : 00 ~ 20 : 00,서울특별시 은평구 가좌로10길 10,['방과후과정'],0,0,1,0,0,0,0,0,0,30,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,2016년 09월,37.5915507,126.9167735
290,서안유치원,최위수,한수진,1995-02-13,사립(사인),1995-02-13,서울특별시교육청 / 동부교육지원청,02-6012-7979,등록된 홈페이지가 없습니다.,09 : 00 ~ 19 : 00,서울특별시 중랑구 동일로140길 15,['방과후과정'],1,1,1,0,0,0,0,14,20,25,0,0,0,0,1,0,0,1,4,0,0,0,0,1,0,1,4,4,1,1,1,1,1,2016년 11월,37.6043245,127.0799336
291,서울가락초등학교병설유치원,-,-,1996-01-15,공립(병설),1996-01-15,서울특별시교육청 / 강동송파교육지원청,02-3401-9939,등록된 홈페이지가 없습니다.,-,서울특별시 송파구 송파대로37길 45-0(가락동 가락초등학교),[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2012년 09월,37.5002675,127.1105418
292,서울가양초등학교병설유치원,문희숙,문희숙,2015-03-01,공립(병설),2015-03-01,서울특별시교육청 / 강서양천교육지원청,02-3662-8731,http://blog.naver.com/kayang2015,09 : 00 ~ 20 : 00,서울특별시 강서구 허준로 186,['방과후과정'],1,1,1,0,0,0,0,16,22,25,0,0,0,0,0,0,0,1,2,0,0,0,2,2,0,3,2,2,1,0,2,0,0,2017년 09월,37.5617187,126.8586437
293,서울가재울초등학교병설유치원,오종열,오종열,2016-03-02,공립(병설),2016-03-11,서울특별시교육청 / 서부교육지원청,02-300-8691,http://gajaeul.es.kr,09 : 00 ~ 20 : 00,서울특별시 서대문구 모래내로15길 61,"['방과후과정', '특수학급']",1,1,2,0,0,0,1,15,21,50,0,0,0,4,0,1,0,1,3,1,0,0,4,2,0,3,2,2,2,0,3,0,0,2016년 10월,37.5740091,126.9198012
294,서울강남초등학교병설유치원,이병화,이병화,2013-12-23,공립(병설),2014-03-01,서울특별시교육청 / 동작관악교육지원청,02-824-0503,http://www.kangnam-se.es.kr,09 : 30 ~ 19 : 30,서울특별시 동작구 강남초등길 15,['방과후과정'],1,1,1,0,0,0,0,16,22,26,0,0,0,0,0,0,0,1,2,0,0,0,1,6,0,2,2,2,1,0,1,1,0,2018년 09월,37.50607979999999,126.9535841
295,"서울강덕초등학교병설유치원
                  
                  	
                	(휴원)",-,-,2000-11-25,공립(병설),2001-03-01,서울특별시교육청 / 강동송파교육지원청,02-427-7188,http://www.gangdeok.es.kr/,-,서울특별시 강동구 동남로82길 94-54,['방과후과정'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,0,3,5,5,-,-,-,-,-,2014년 10월,37.5589422,127.1607706
296,서울강솔초등학교병설유치원,구태회,구태회,2017-06-01,공립(병설),2017-06-01,서울특별시교육청 / 강동송파교육지원청,02-2147-5200,http://www.gangsol.kg.kr,09 : 00 ~ 19 : 30,서울특별시 강동구 고덕로97길 80,"['방과후과정', '특수학급']",2,2,2,0,0,0,2,30,39,51,0,0,0,8,0,1,0,2,4,2,0,0,4,2,0,4,7,7,2,6,0,0,0,-,37.56223749999999,127.1801293
297,서울강신초등학교병설유치원,홍성화,홍성화,2013-09-01,공립(병설),2013-09-05,서울특별시교육청 / 강서양천교육지원청,02-2699-9916,http://www.kangsin.es.kr,09 : 00 ~ 20 : 00,서울특별시 양천구 월정로 280,['방과후과정'],1,1,1,0,0,0,0,16,22,26,0,0,0,0,0,0,0,1,2,0,0,0,4,2,0,2,4,4,1,0,0,2,0,2017년 09월,37.5428793,126.8295869
298,서울강월초등학교병설유치원,문상희,문상희,2017-03-02,공립(병설),2017-03-02,서울특별시교육청 / 강서양천교육지원청,02-2605-1702,http://gangwol.es.kr/,09 : 30 ~ 20 : 00,서울특별시 양천구 신월로 97,"['방과후과정', '아침돌봄']",1,1,1,0,0,0,0,13,19,26,0,0,0,0,0,0,0,1,2,0,0,0,4,2,0,1,6,6,1,2,0,0,0,-,37.5159595,126.8341623
299,서울개봉초등학교병설유치원,윤승원,윤승원,2000-02-15,공립(병설),2000-02-15,서울특별시교육청 / 남부교육지원청,02-2616-8755,http://www.seoulgaebong.es.kr,09 : 00 ~ 20 : 00,서울특별시 구로구 개봉로16길 30-11,"['방과후과정', '특수학급']",1,1,2,0,0,0,1,15,18,52,0,0,0,5,0,1,0,1,3,1,0,0,5,3,0,2,8,8,4,1,0,0,0,2017년 11월,37.4897388,126.8583705
300,서울개원초등학교병설유치원,박승란,박승란,2012-12-27,공립(병설),2013-03-01,서울특별시교육청 / 강남서초교육지원청,02-574-1231,http://www.gaewon.es.kr,09 : 00 ~ 20 : 00,서울특별시 강남구 선릉로 29,"['방과후과정', '아침돌봄']",1,1,1,0,0,0,0,10,11,14,0,0,0,0,0,0,0,1,2,0,0,0,4,2,0,3,4,4,0,0,0,3,0,2017년 10월,37.4812767,127.058657
301,"서울개포유치원
                  
                  	
                	(휴원)",백정희,백정희,1997-01-15,공립(단설),2005-05-12,서울특별시교육청 / 강남서초교육지원청,02-445-8325,http://www.kaepokid.com,09 : 00 ~ 20 : 00,서울특별시 강남구 영동대로3길 45,"['방과후과정', '특수학급']",0,1,2,0,0,0,1,0,8,18,0,0,0,2,1,1,0,1,2,1,0,0,2,3,0,2,4,4,0,1,1,1,1,2014년 10월,37.4866274,127.0709874
302,서울개화초등학교병설유치원,김정규,김정규,2018-03-01,공립(병설),2018-03-01,서울특별시교육청 / 강서양천교육지원청,02-2661-0493,등록된 홈페이지가 없습니다.,09 : 30 ~ 20 : 00,서울특별시 강서구 양천로 11,"['방과후과정', '아침돌봄']",1,1,1,0,0,0,0,16,15,19,0,0,0,0,0,0,0,1,2,0,0,0,0,5,0,1,2,2,3,0,0,0,0,-,37.5740444,126.809231
303,서울거여초등학교병설유치원,강연실,강연실,1985-03-05,공립(병설),1985-03-05,서울특별시교육청 / 강동송파교육지원청,02-400-9451,http://www.geoyeo.kg.kr,09 : 00 ~ 20 : 00,서울특별시 송파구 마천로25길 18,"['방과후과정', '특수학급']",1,2,2,0,0,0,1,15,29,44,0,0,0,5,0,1,0,2,3,0,0,0,5,2,0,3,7,7,2,2,1,0,0,2018년 10월,37.5047528,127.1410936
304,서울거원초등학교병설유치원,함혜성,함혜성,2017-07-13,공립(병설),2017-09-08,서울특별시교육청 / 강동송파교육지원청,02-740-6500,등록된 홈페이지가 없습니다.,09 : 00 ~ 20 : 00,서울특별시 송파구 양산로2길 26,"['방과후과정', '특수학급']",0,1,1,0,0,0,1,0,21,22,0,0,0,4,0,0,0,1,1,1,0,0,0,6,0,1,2,2,3,0,0,0,0,-,37.4878179,127.1447579
305,서울경동유치원,고문영,고문영,2007-11-01,공립(단설),2008-03-12,서울특별시교육청 / 성동광진교육지원청,02-461-0337,http://www.skd.kg.kr/,09 : 00 ~ 20 : 00,서울특별시 성동구 성수일로 34,"['방과후과정', '특수학급']",1,2,2,0,0,0,1,16,44,52,0,0,0,5,1,1,0,2,2,1,0,0,7,12,0,3,9,9,2,1,0,2,0,2017년 09월,37.54367939999999,127.0502832
306,서울경수초등학교병설유치원,문양열,문양열,2004-03-01,공립(병설),2004-03-01,서울특별시교육청 / 성동광진교육지원청,02-465-9547,http://www.kyeongsu.es.kr/,09 : 00 ~ 20 : 00,서울특별시 성동구 뚝섬로13길 22,['방과후과정'],1,1,1,0,0,0,0,15,18,24,0,0,0,0,0,0,0,1,2,0,0,0,5,2,0,3,3,3,1,0,1,1,0,2017년 10월,37.53978130000001,127.0583587
307,서울경인유치원,김기경,김기경,2005-09-30,공립(단설),2005-09-30,서울특별시교육청 / 강서양천교육지원청,02-2646-4906,http://www.서울경인유치원.com,09 : 00 ~ 20 : 00,서울특별시 양천구 안양천로 1009,"['방과후과정', '특수학급']",1,2,2,0,0,0,1,16,40,51,0,0,0,5,1,1,0,2,3,1,0,0,8,6,0,3,8,8,3,1,2,0,0,2017년 09월,37.5328933,126.8863349
308,서울경일초등학교병설유치원,이정애,이정애,2017-03-01,공립(병설),2017-03-01,서울특별시교육청 / 성동광진교육지원청,02-499-5273,http://www.kyongil.es.kr,09 : 00 ~ 20 : 00,서울특별시 성동구 뚝섬로 332,"['방과후과정', '아침돌봄']",1,1,1,0,0,0,0,16,19,25,0,0,0,0,0,0,0,1,2,0,0,0,4,2,0,1,6,6,1,2,0,0,0,-,37.5403883,127.0468669
309,서울고명초등학교병설유치원,한진학,한진학,1994-10-10,공립(병설),1995-03-09,서울특별시교육청 / 강동송파교육지원청,02-3426-4133,http://www.gomyung.es.kr/index/index.do,09 : 00 ~ 20 : 00,서울특별시 강동구 고덕로46길 53,['방과후과정'],1,1,1,0,0,0,0,16,22,26,0,0,0,0,0,0,0,1,2,0,0,0,2,2,0,3,1,1,0,0,1,2,0,2017년 09월,37.5530322,127.14682
310,서울고척초등학교병설유치원,김양중,김양중,1994-05-04,공립(병설),1994-09-01,서울특별시교육청 / 남부교육지원청,02-2612-8307,http://www.gocheok.kg.kr,09 : 00 ~ 20 : 00,서울특별시 구로구 경서로 31,['방과후과정'],1,2,2,0,0,0,0,16,44,50,0,0,0,0,0,1,0,1,4,0,0,0,4,1,0,2,6,6,3,1,0,1,0,2017년 09월,37.5006668,126.8569941
311,서울공덕초등학교병설유치원,최규애,최규애,1986-03-03,공립(병설),1986-04-11,서울특별시교육청 / 서부교육지원청,02-712-5928,http://www.kongduck.es.kr,09 : 00 ~ 20 : 00,서울특별시 마포구 만리재옛길 13,"['방과후과정', '아침돌봄']",1,1,1,0,0,0,0,16,22,25,0,0,0,0,0,0,0,1,2,0,0,0,2,2,0,4,0,0,1,1,0,1,0,2015년 09월,37.5457002,126.9537786
312,서울공릉초등학교병설유치원,김영임,김영임,2001-12-31,공립(병설),2002-03-01,서울특별시교육청 / 북부교육지원청,02-973-3074,http://gongrung.es.kr,09 : 00 ~ 19 : 40,서울특별시 노원구 동일로173길 12,['방과후과정'],1,1,1,0,0,0,0,16,19,26,0,0,0,0,0,0,0,1,2,0,0,0,4,2,0,2,4,4,0,0,1,2,0,2015년 09월,37.6188016,127.0741878
313,서울공진초등학교병설유치원,이봉학,이봉학,2004-03-01,공립(병설),2004-03-01,서울특별시교육청 / 강서양천교육지원청,02-2223-2391,http://www.kongjin.es.kr,09 : 30 ~ 20 : 00,서울특별시 강서구 마곡서로 33,['방과후과정'],1,1,1,0,0,0,0,16,22,26,0,0,0,0,0,0,0,1,2,0,0,0,4,2,0,2,5,5,1,0,2,0,0,2017년 11월,37.5578391,126.8228396
314,서울공항초등학교병설유치원,권기옥,권기옥,1992-01-20,공립(병설),1992-01-20,서울특별시교육청 / 강서양천교육지원청,02-2661-4560,http://www.konghang.es.kr,09 : 30 ~ 20 : 00,서울특별시 강서구 마곡서1로 68,"['방과후과정', '특수학급', '아침돌봄']",1,2,1,0,0,0,1,16,42,24,0,0,0,4,0,1,0,1,3,1,0,0,4,2,0,3,6,6,2,1,0,2,0,2017년 10월,37.5632004,126.8215639
315,서울관악초등학교병설유치원,이경희,이경희,2000-01-15,공립(병설),2000-04-11,서울특별시교육청 / 동작관악교육지원청,02-883-0932,http://www.seoul-kwanak.es.kr/index/index.do,09 : 00 ~ 20 : 00,서울특별시 관악구 청룡4길 49,['방과후과정'],1,1,1,0,0,0,0,16,22,25,0,0,0,0,0,0,0,1,2,0,0,0,5,2,0,3,3,3,0,0,1,2,0,2015년 09월,37.4808067,126.9428902
316,서울광희초등학교병설유치원,나수연,나수연,2016-10-31,공립(병설),2017-03-01,서울특별시교육청 / 중부교육지원청,070-5090-7180,http://www.gwanghee.es.kr/index.do,09 : 00 ~ 20 : 00,서울특별시 중구 다산로 269,['방과후과정'],1,1,1,0,0,0,0,4,13,16,0,0,0,0,0,0,0,1,2,0,0,0,0,4,0,1,2,2,1,2,0,0,0,2017년 10월,37.5674432,127.0151689
317,서울구로남초등학교병설유치원,박해상,박해상,2013-02-22,공립(병설),2013-05-16,서울특별시교육청 / 남부교육지원청,02-853-5025,등록된 홈페이지가 없습니다.,09 : 30 ~ 20 : 00,서울특별시 구로구 디지털로27길 76,"['방과후과정', '아침돌봄']",1,1,1,0,0,0,0,13,21,24,0,0,0,0,0,0,0,1,2,0,0,0,4,2,0,2,4,4,1,1,0,1,0,2017년 09월,37.4848279,126.8905958
318,서울구의초등학교병설유치원,김원곤,김원곤,1997-03-02,공립(병설),1997-03-02,서울특별시교육청 / 성동광진교육지원청,02-453-2123,http://www.guui.es.kr,09 : 00 ~ 20 : 00,서울특별시 광진구 광나루로30길 49,"['방과후과정', '특수학급']",1,1,1,0,0,0,1,13,22,23,0,0,0,6,0,1,0,1,2,1,0,0,4,3,0,2,5,5,1,1,1,0,1,2017년 09월,37.5429178,127.0799578
319,서울구일초등학교병설유치원,박승수,박승수,2013-12-26,공립(병설),2014-07-03,서울특별시교육청 / 남부교육지원청,070-7129-2327,http://www.guil.es.kr,09 : 00 ~ 20 : 00,서울특별시 구로구 구일로 68,['방과후과정'],0,0,2,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,2,2,2,0,0,0,2,0,2015년 10월,37.4927953,126.8729275
320,서울구현초등학교병설유치원,지선득,지선득,2009-04-27,공립(병설),2009-04-27,서울특별시교육청 / 서부교육지원청,02-357-6215,http://www.guhyun.es.kr/,09 : 00 ~ 19 : 30,서울특별시 은평구 갈현로15길 51,['방과후과정'],0,1,1,0,0,0,0,0,22,24,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,1,2,2,1,0,1,0,0,2015년 10월,37.6092227,126.9058482
321,서울국악유치원,김진희,김진희,1999-03-05,사립(법인),1999-03-05,서울특별시교육청 / 남부교육지원청,02-896-2093,http://www.seoulkugak.com,09 : 00 ~ 19 : 00,서울특별시 금천구 시흥대로38길 62,['방과후과정'],2,2,2,0,0,0,0,40,43,43,0,0,0,0,1,0,0,0,9,0,0,1,0,1,0,1,8,8,0,3,4,1,2,2018년 09월,37.4462133,126.9064094
322,서울군자초등학교병설유치원,나용주,나용주,2007-03-01,공립(병설),2007-05-22,서울특별시교육청 / 동부교육지원청,02-2212-8456,http://www.kunja.kg.kr/,09 : 00 ~ 20 : 00,서울특별시 동대문구 한천로6길 21,['방과후과정'],2,2,1,0,0,0,0,25,28,22,0,0,0,0,0,1,0,1,4,0,0,0,4,1,0,2,7,7,2,0,2,1,0,2015년 10월,37.5643765,127.0613465
323,서울금나래초등학교병설유치원,전윤선,전윤선,2017-03-01,공립(병설),2017-04-10,서울특별시교육청 / 남부교육지원청,02-807-9995,http://www.geumnarae.es.kr/index.do,09 : 00 ~ 20 : 00,서울특별시 금천구 시흥대로79길 37,"['방과후과정', '특수학급']",1,1,1,0,0,0,1,15,21,23,0,0,0,5,0,0,0,1,2,1,0,0,2,3,0,4,2,2,1,3,0,0,0,-,37.45877,126.8973988
324,서울금호초등학교병설유치원,김혜경,김혜경,2018-03-01,공립(병설),2018-03-01,서울특별시교육청 / 성동광진교육지원청,02-6491-3200,http://www.geumho.es.kr/,09 : 00 ~ 20 : 00,서울특별시 성동구 무수막길 69,"['방과후과정', '특수학급']",1,1,1,0,0,0,1,13,14,18,0,0,0,2,0,1,0,1,2,1,0,0,2,3,0,0,6,6,4,0,0,0,0,-,37.5522036,127.0203276
325,서울금화초등학교병설유치원,김수경,김수경,2000-03-01,공립(병설),2000-04-01,서울특별시교육청 / 서부교육지원청,02-364-1446,http://www.geumhwa.es.kr,09 : 00 ~ 19 : 30,서울특별시 서대문구 통일로 165,"['방과후과정', '온종일돌봄']",1,1,1,0,0,0,0,13,22,26,0,0,0,0,0,0,0,1,2,0,0,0,2,2,0,1,3,3,0,1,1,1,0,2015년 09월,37.5683284,126.9630251
326,서울길동초등학교병설유치원,박찬미,박찬미,1994-08-05,공립(병설),1994-09-07,서울특별시교육청 / 강동송파교육지원청,02-474-3956,http://www.gildong.es.kr,09 : 30 ~ 20 : 00,서울특별시 강동구 양재대로116길 69,['방과후과정'],1,1,2,0,0,0,0,16,22,43,0,0,0,0,0,1,0,1,3,0,0,0,5,1,0,4,4,4,1,1,0,0,2,2017년 10월,37.5383348,127.144282
327,서울길원초등학교병설유치원,김희영,김희영,2007-01-04,공립(병설),2007-05-17,서울특별시교육청 / 성북강북교육지원청,070-7491-5670,http://www.gilwon.es.kr,09 : 00 ~ 20 : 00,서울특별시 성북구 서경로8길 28-15,['방과후과정'],0,1,2,0,0,0,0,0,22,42,0,0,0,0,0,0,0,1,2,0,0,0,4,2,0,1,2,2,0,1,0,2,0,2017년 10월,37.6089012,127.0167359
